amount,account_age_days,transactions_last_24h,device_changes_30d,failed_attempts,international,new_device,transaction_hour,is_fraud
1792.75,1206,2,1,0,0,0,3,0
1086.49,932,2,0,0,0,1,4,1
1490.67,1351,1,0,0,0,0,23,0
6723.79,1629,2,0,0,0,0,23,0
778.31,655,3,3,0,0,0,8,0
1448.59,203,3,0,3,0,0,18,0
659.04,402,2,0,1,0,0,15,0
470.43,1668,2,3,0,0,0,19,0
611.0,472,1,1,0,0,0,6,0
679.42,1803,7,0,0,0,0,23,0
1571.01,1670,0,0,0,1,0,7,0
11488.2,890,4,0,0,1,0,13,0
535.9,179,2,1,0,0,0,4,0
722.98,1722,6,1,2,0,0,14,0
1029.55,1980,2,0,1,0,0,6,0
1629.13,1042,4,1,2,0,0,17,0
1427.32,463,3,0,0,0,1,8,1
3960.38,835,1,0,0,0,0,18,0
96.89,1937,3,0,0,0,0,8,0
100.79,609,2,0,0,1,0,19,0
667.89,1570,2,1,1,0,0,3,0
3285.59,926,1,1,2,0,1,12,0
229.14,1427,4,1,3,0,0,13,0
54.18,1417,4,1,0,0,0,23,0
1941.43,936,4,0,0,1,0,17,0
1399.2,300,2,2,0,1,0,15,0
368.63,351,4,1,1,0,0,1,0
409.3,187,3,0,0,0,0,13,0
415.82,1371,2,0,1,0,0,9,0
1224.8,623,2,1,2,0,0,6,0
586.21,1433,3,1,0,0,0,8,0
1797.34,1783,2,4,0,0,0,2,1
63.14,71,5,1,1,0,0,17,0
465.52,1845,2,1,0,0,0,0,0
355.65,1968,2,0,3,0,0,11,0
848.66,1351,3,1,1,0,1,14,0
640.31,1236,3,0,2,0,0,12,0
2435.35,309,5,1,0,0,0,5,0
170.83,1132,2,0,1,0,0,18,0
1147.67,177,0,2,0,0,0,11,1
1916.65,427,2,0,0,1,0,4,0
7020.91,740,1,1,1,0,0,16,1
677.38,531,7,0,1,0,0,11,0
1516.95,1858,2,1,0,1,0,7,0
180.57,418,3,1,0,0,0,20,0
100.29,248,2,0,1,0,1,15,0
2552.36,209,2,0,0,0,0,10,0
1090.55,216,3,2,2,0,0,22,0
3563.55,713,1,2,1,0,0,10,0
277.72,438,2,0,1,0,0,23,0
1844.39,1793,2,2,1,0,1,13,0
7106.87,1642,5,0,0,0,0,6,0
1668.54,311,4,0,1,0,0,11,0
1446.04,1807,3,0,1,0,0,11,0
1106.06,383,2,1,0,0,0,2,0
227.95,981,2,0,0,0,0,10,0
4253.82,1295,4,2,0,0,0,1,0
595.35,121,3,0,0,0,0,2,0
1816.17,407,3,0,1,0,0,14,0
229.74,245,2,2,0,0,0,6,0
337.15,66,5,0,1,0,1,12,0
4605.87,942,2,0,0,0,0,17,0
774.87,228,3,5,0,0,0,22,0
4690.41,882,3,0,1,0,1,20,0
1014.11,137,4,0,0,0,0,18,0
173.83,194,5,1,1,0,0,16,0
2675.97,706,2,1,1,0,0,3,0
607.96,658,3,1,0,0,0,2,0
2205.45,657,5,5,1,1,0,14,0
1124.63,1513,3,0,0,0,0,22,0
234.37,1608,4,1,0,1,0,2,1
1292.45,1378,4,3,0,0,0,7,0
9859.82,930,2,0,0,0,0,7,0
1795.41,1989,4,3,0,0,0,6,0
1035.34,1728,8,0,0,0,0,19,0
3214.23,556,4,3,0,1,1,4,1
1353.8,1181,5,3,1,0,0,10,1
1352.26,958,2,0,0,0,0,17,0
368.11,1500,3,1,0,1,1,22,0
1385.54,1040,2,3,1,0,0,3,0
3088.51,1102,1,0,2,0,0,9,0
475.3,52,3,2,3,0,0,19,0
4557.35,514,3,0,0,0,1,8,0
1000.54,1528,4,0,1,0,0,11,1
451.34,744,1,1,0,0,0,21,0
2973.91,1085,4,0,0,1,0,14,0
823.21,1156,2,2,3,0,0,1,1
2343.77,1406,6,1,1,0,0,8,0
819.13,1588,5,3,2,1,0,13,1
1032.95,1833,2,0,1,0,0,13,0
1796.44,692,4,0,1,1,0,20,0
1466.89,543,2,0,1,0,0,19,0
149.08,410,7,3,0,1,0,20,0
357.36,155,4,0,1,0,1,21,1
2777.79,633,0,0,3,0,0,8,0
960.89,51,6,0,1,0,0,5,0
649.54,1024,1,1,0,0,0,16,0
281.86,994,3,0,0,0,1,1,0
372.51,1119,3,0,0,0,0,13,0
145.21,1712,6,1,1,0,0,14,1
991.0,1547,6,1,1,1,0,20,0
602.79,1928,2,0,0,0,0,11,0
417.14,524,5,0,2,1,0,9,1
1024.41,355,6,2,1,0,0,19,1
1578.09,1069,4,0,1,0,0,17,0
8894.58,802,2,0,2,0,1,9,0
241.8,1229,7,0,0,0,0,1,0
3496.02,1755,2,1,2,0,0,11,0
2901.84,840,0,0,1,0,0,5,0
503.16,1455,3,1,1,0,0,7,0
1343.77,256,7,0,1,0,1,4,1
693.93,248,8,0,0,0,0,5,0
1320.4,533,3,0,0,0,0,3,0
4959.85,41,6,0,1,0,0,18,1
2009.43,1483,3,0,0,0,0,18,0
1823.67,790,5,1,1,0,0,23,0
713.15,1301,3,3,1,0,0,12,1
248.62,1948,3,0,2,1,0,3,1
890.28,195,3,2,1,0,1,11,1
3665.09,1095,4,2,0,0,1,5,1
238.13,1294,2,1,4,0,0,21,0
381.81,1359,4,1,3,0,0,17,0
1244.22,1609,0,0,0,1,0,0,0
409.67,308,5,0,2,0,0,4,1
496.45,1451,4,0,0,0,0,20,0
717.95,1223,5,1,0,0,0,16,1
279.89,76,4,0,0,0,0,16,0
414.01,787,4,2,2,0,0,8,1
2215.93,795,4,1,0,1,0,12,0
296.67,1682,3,1,1,0,0,21,0
221.88,1549,7,1,0,0,0,15,0
584.04,1899,3,0,1,0,0,7,0
2280.06,1665,3,0,0,0,0,6,0
900.62,230,2,2,3,0,0,9,0
689.12,85,5,1,0,0,0,5,1
1146.37,1186,6,2,1,1,0,6,1
191.39,397,2,1,0,0,0,23,1
1798.5,1901,3,0,2,1,0,11,1
1609.11,1395,3,1,0,1,1,22,0
728.28,1587,1,2,1,0,1,16,1
2998.67,215,1,0,1,0,0,5,1
355.14,1025,4,1,0,0,0,13,0
3387.71,377,2,0,1,0,0,12,1
1279.84,412,1,0,1,0,0,20,0
783.25,1659,3,2,1,1,0,4,1
1075.05,800,2,2,1,1,0,12,0
985.09,1224,4,2,2,0,0,23,1
3715.55,1207,3,2,0,0,0,18,0
373.65,410,4,1,0,0,1,8,0
511.57,1422,3,1,1,0,0,14,0
3091.16,216,3,0,0,0,0,8,0
604.54,752,3,0,0,0,0,19,0
2698.72,349,2,1,0,0,1,0,0
5999.53,1604,2,0,2,1,0,11,0
733.78,831,1,4,2,1,0,20,1
2167.57,1618,2,1,3,0,0,13,0
345.95,654,2,0,0,0,1,16,0
2332.59,1022,5,1,2,0,1,9,1
1338.66,1947,2,1,0,0,0,2,0
1759.95,1065,3,0,1,0,1,3,1
575.03,1775,3,0,0,0,1,0,1
208.29,3,3,0,0,0,0,19,0
1813.93,1118,2,0,0,0,1,23,0
139.3,1083,8,0,1,0,0,8,0
798.43,740,5,2,1,0,0,17,0
2810.68,407,4,0,0,0,0,16,0
1328.62,18,4,0,1,0,0,21,0
7695.13,1518,2,2,0,0,0,10,0
3056.75,751,3,0,2,0,0,17,0
570.27,1896,1,1,0,0,0,20,0
1127.0,1532,4,1,1,0,0,7,0
1045.9,586,1,1,0,1,1,0,0
225.39,888,6,0,0,0,0,10,0
428.2,332,4,2,2,0,1,22,0
625.93,1013,5,1,0,1,1,4,1
143.13,169,5,0,0,0,0,22,0
1149.97,776,2,0,0,0,0,20,0
854.85,1696,1,0,1,0,0,12,0
205.84,849,3,1,0,0,0,8,0
1642.89,1705,5,1,2,0,0,10,0
2243.68,941,2,0,1,0,0,5,0
1376.14,206,3,0,0,0,1,9,0
793.09,1893,1,0,1,1,0,23,0
1981.17,521,1,1,1,0,0,20,0
2165.1,1529,1,0,0,0,0,10,0
1491.3,1018,2,2,1,0,0,10,0
480.77,1370,2,1,1,0,0,23,0
1446.06,304,3,2,2,0,0,10,1
3624.53,115,0,0,1,0,1,11,0
603.88,664,3,1,2,0,0,2,0
8936.86,87,1,0,0,1,0,18,0
648.31,1119,0,0,1,0,0,23,0
1132.75,743,5,0,1,0,0,6,0
559.76,428,4,4,0,0,0,22,0
1370.97,1722,5,3,1,0,0,19,0
192.05,450,4,0,1,0,0,20,0
635.21,1650,2,1,2,0,0,13,0
367.92,786,1,2,2,0,0,19,0
1255.56,1565,4,2,0,0,0,8,0
2964.45,715,1,0,1,0,0,5,0
2092.27,2,2,0,0,0,1,17,1
102.34,1102,5,1,0,0,0,4,1
8451.25,1348,3,0,4,0,0,10,0
1473.33,743,3,1,0,0,0,8,0
504.47,1122,1,1,1,0,1,3,1
1283.22,1653,3,3,0,0,1,23,0
1307.92,110,0,2,2,0,0,23,1
562.93,679,2,0,1,1,0,7,0
1336.64,1481,2,2,1,0,0,21,0
597.36,1512,5,2,1,0,0,12,0
731.9,1833,4,2,0,0,0,22,1
552.1,1991,4,1,0,0,1,5,0
261.73,371,2,0,3,0,0,16,0
1268.81,1361,2,1,2,0,1,14,1
1969.04,890,4,0,0,0,1,8,0
1835.15,599,1,0,1,0,1,20,0
2489.72,1995,4,3,1,0,0,2,0
1516.77,1046,2,0,0,0,0,23,0
643.73,722,1,1,1,1,0,23,0
2539.35,305,1,1,1,0,0,1,0
282.16,924,6,0,0,0,0,2,0
445.56,1296,1,0,0,0,1,3,0
418.13,1514,3,2,0,1,0,22,0
3229.41,836,2,0,0,0,0,21,0
2815.2,446,3,1,0,0,0,10,0
1785.23,932,1,0,0,1,0,20,0
3203.28,278,7,1,0,0,0,12,0
455.19,1675,3,0,2,0,0,13,0
1554.01,1877,5,1,1,0,0,8,1
967.61,377,2,0,0,0,1,20,0
2557.75,232,5,0,0,0,0,13,0
977.28,1769,3,1,0,0,1,2,1
746.25,592,3,1,2,0,1,18,0
1883.54,426,3,2,0,1,0,2,0
2633.76,1079,1,1,2,0,0,20,1
562.09,1993,5,1,1,0,1,7,0
1031.66,1827,8,0,0,0,0,21,0
380.53,441,6,2,0,0,0,22,1
90.19,34,3,0,1,0,1,10,0
1340.05,329,3,1,0,1,0,9,0
2016.07,845,4,1,1,0,1,22,0
1425.2,454,3,3,0,0,0,22,0
156.09,1412,5,1,1,0,0,12,0
772.13,764,7,2,1,0,1,0,1
119.3,1454,2,3,0,0,0,18,0
4314.35,1500,2,2,1,0,0,11,0
370.16,1149,3,0,2,0,0,5,0
3848.36,523,2,0,0,0,0,9,0
2823.89,482,2,0,0,0,0,5,0
445.59,317,4,2,2,0,0,18,0
353.26,122,7,2,2,0,0,15,1
1556.77,1571,2,2,1,0,0,11,0
471.39,581,1,1,2,0,1,1,1
1214.98,1337,2,0,0,0,0,0,0
676.66,487,4,0,0,1,0,9,0
184.72,1675,1,1,0,0,0,15,0
117.86,1036,2,2,0,0,0,5,0
1375.65,125,6,0,2,0,0,10,0
625.43,1835,1,1,2,0,0,19,0
630.75,659,2,0,1,0,0,3,0
2199.23,1101,1,0,1,0,0,16,0
3545.53,580,1,3,2,0,0,9,0
835.02,718,1,1,1,0,1,14,0
780.08,1260,3,1,0,0,0,14,0
1808.3,1595,2,2,2,1,0,12,0
282.33,770,2,0,0,0,0,22,0
1370.8,1278,3,0,1,0,0,19,0
1904.33,904,3,2,1,0,0,15,0
2165.12,406,4,1,1,1,0,9,0
158.1,1267,5,1,1,0,0,0,0
512.16,1485,2,1,1,0,0,17,0
455.66,277,2,0,1,0,0,1,1
1211.83,1493,7,0,2,0,0,16,0
1773.56,1244,2,0,0,0,0,4,0
4898.63,1249,3,4,0,0,0,10,0
668.5,925,5,0,0,0,0,12,0
666.76,1125,7,0,2,0,1,15,1
3462.24,854,5,1,0,0,1,14,0
1475.24,1658,6,1,1,1,1,10,0
3895.79,1754,4,1,1,1,0,0,1
1463.71,507,4,0,2,0,0,22,0
344.77,1611,5,2,0,0,1,3,1
289.13,1355,3,2,1,0,1,6,1
232.41,237,1,1,0,0,0,18,0
2126.12,994,11,2,1,0,0,19,0
3599.67,1363,3,0,0,0,0,18,0
6969.94,752,7,0,1,0,0,2,0
2548.11,506,1,0,1,0,0,13,0
3508.13,165,2,1,2,1,0,2,0
613.99,846,5,0,2,0,0,18,0
345.01,1693,2,2,0,0,0,13,0
2565.94,1747,2,0,0,0,0,1,0
1665.17,1957,1,1,1,0,0,12,0
1221.02,1813,6,0,1,1,1,4,1
1615.45,728,2,0,1,0,0,22,0
1515.02,1242,2,0,0,0,0,16,0
3959.28,1769,4,1,0,0,0,1,0
4003.75,376,6,1,2,0,1,11,1
1889.79,1036,2,2,1,0,0,21,0
2554.99,1456,2,1,0,1,1,1,0
1833.65,83,5,0,3,0,0,17,0
691.48,431,1,0,1,1,1,6,0
2336.86,1649,1,2,1,1,0,14,0
271.92,478,2,1,1,0,0,23,0
3146.01,783,0,2,1,0,0,17,0
332.11,1731,1,3,0,1,0,21,0
1459.43,369,2,0,0,0,0,1,0
470.99,1677,6,1,1,1,0,17,1
1907.2,955,3,0,0,0,0,11,0
1060.05,1993,2,2,0,1,0,0,0
222.57,1660,0,1,0,0,0,4,0
1670.2,141,5,0,1,0,0,16,0
615.28,720,2,0,0,0,0,12,0
2646.91,1651,1,4,0,0,0,9,0
1098.09,1742,3,0,1,1,0,12,0
1628.51,1480,1,2,0,1,1,20,1
420.92,1526,2,3,0,1,1,19,1
608.3,1427,2,0,0,0,0,1,0
693.23,1977,3,0,0,0,0,15,0
2582.99,1016,2,3,0,0,0,3,0
5868.63,288,5,0,0,0,1,12,0
490.21,355,5,1,1,0,0,10,0
3219.07,343,4,0,0,1,0,13,0
125.25,149,2,0,0,1,0,8,0
332.22,210,1,1,0,0,0,2,0
420.41,1136,0,1,0,0,0,23,0
283.58,654,2,1,2,0,0,5,0
225.07,976,2,1,0,1,0,3,0
1657.39,536,3,1,0,1,0,16,1
885.31,1073,5,1,1,0,1,15,1
1602.64,1824,3,0,0,1,0,8,0
2187.41,331,4,0,0,1,0,8,0
1430.27,365,2,0,1,0,0,19,0
2117.02,11,7,2,2,0,0,18,0
1022.97,1212,4,0,0,0,1,15,0
334.62,509,8,0,0,0,0,5,0
3158.38,580,3,0,0,0,0,13,0
608.43,1469,6,0,0,1,0,21,0
430.27,1114,2,3,0,1,1,19,0
917.89,622,5,0,0,0,1,16,0
440.18,901,5,2,1,0,1,5,1
722.39,1700,5,3,2,1,0,20,1
1546.97,1472,2,1,1,0,0,23,0
1553.62,718,1,2,2,0,0,19,1
446.83,1056,4,1,0,0,0,10,0
673.37,327,4,1,0,0,0,1,0
3210.98,74,4,2,0,0,0,15,0
1801.55,251,5,1,1,0,1,23,1
8734.75,450,2,0,1,1,0,17,0
3569.31,906,2,0,0,0,0,4,0
3443.67,355,1,1,0,0,0,11,0
273.73,533,1,1,2,0,0,18,0
2353.97,296,3,0,1,0,0,13,0
1039.91,298,4,1,0,0,0,18,0
632.08,1352,2,2,1,0,0,13,0
1297.27,302,3,1,1,0,0,19,0
2822.03,512,6,5,0,0,0,15,0
1809.55,1362,2,1,0,1,0,10,0
455.56,585,2,2,1,0,0,16,0
2304.13,374,4,1,0,1,0,2,1
579.64,1577,2,2,1,1,1,11,1
1361.96,1118,4,2,0,0,0,23,0
809.69,132,2,0,0,0,0,0,0
881.07,1635,5,3,0,0,0,22,0
2359.59,910,1,0,0,0,0,5,0
387.54,1934,3,0,1,0,1,4,0
7670.94,53,4,1,1,0,0,12,0
177.49,1520,3,2,2,0,0,20,0
603.25,229,0,3,1,0,0,5,1
1587.97,640,3,0,0,1,0,10,0
1967.1,1236,3,0,2,0,0,3,1
991.8,797,3,5,1,0,0,2,1
1035.47,791,1,2,0,1,0,9,0
1653.34,1528,3,1,1,0,0,17,0
870.38,495,4,0,1,1,0,9,0
4416.85,853,1,3,2,0,0,18,0
2538.55,671,0,1,0,1,0,19,0
2624.97,1888,7,0,1,1,0,10,0
417.32,1257,3,0,0,0,0,9,0
1012.94,1095,2,0,0,1,1,15,0
812.03,1741,2,1,2,0,0,5,0
401.18,189,1,0,0,0,1,8,0
1572.09,663,3,2,2,0,1,22,0
640.57,8,3,0,0,0,0,20,0
2112.03,332,2,0,1,0,0,15,0
376.08,1636,4,0,1,0,0,8,0
6118.31,1040,4,0,1,0,0,22,0
447.5,666,4,4,0,0,0,20,1
1365.54,669,1,0,0,0,0,23,0
2420.81,1117,4,3,0,0,0,0,1
619.78,1286,5,0,1,0,1,5,0
2572.08,1573,1,0,0,0,1,8,0
320.8,161,6,1,1,0,0,9,0
4684.98,351,1,0,1,0,1,19,0
1112.26,1198,7,0,0,0,0,9,0
604.01,317,2,0,0,0,0,11,0
813.07,937,4,0,1,1,0,8,0
2462.47,18,2,0,0,0,0,2,1
611.27,486,3,3,1,1,0,21,0
518.35,367,3,3,1,0,0,11,0
878.72,351,4,1,0,1,1,16,0
338.0,528,5,0,1,1,1,12,0
6771.95,872,4,2,0,1,0,11,0
622.41,1459,1,1,2,0,0,0,1
2519.0,933,2,0,1,1,0,7,0
1352.18,270,2,1,1,0,0,22,0
409.72,871,5,1,1,0,0,0,0
1090.12,1092,3,0,1,0,0,23,1
2401.87,1054,6,1,1,0,0,0,1
908.45,316,7,1,0,1,0,4,0
3615.96,1845,4,0,0,0,0,2,0
3045.79,737,6,3,1,1,0,13,1
2748.79,164,1,0,0,0,0,12,0
692.52,926,4,3,1,0,0,0,1
372.47,320,7,1,0,0,1,20,0
593.72,1038,6,0,0,0,1,6,0
1334.41,279,0,1,0,0,0,0,0
1892.75,432,5,4,1,0,0,10,1
125.01,668,4,0,0,0,0,17,0
1087.77,634,2,2,0,1,1,2,1
1284.45,1287,4,0,1,0,0,0,0
830.86,1706,4,2,1,1,0,23,0
3988.91,522,5,2,0,0,0,15,0
1672.01,964,2,0,1,1,0,14,0
4065.09,1196,1,2,0,0,1,7,0
883.63,358,2,0,1,0,0,0,0
2800.29,1037,4,0,1,0,0,6,0
5625.51,725,3,1,1,0,1,21,0
4071.2,673,4,1,0,0,0,8,0
367.92,232,2,1,1,1,0,12,0
850.92,1500,3,4,0,0,0,18,0
776.53,471,2,0,2,0,0,9,0
1788.72,1184,3,0,1,0,0,19,0
2178.42,639,5,2,1,0,0,0,0
473.95,560,3,1,1,0,1,1,1
1173.61,1285,5,0,1,1,0,18,0
145.48,573,3,0,1,0,0,15,0
4637.57,1658,1,3,0,1,0,22,1
656.96,602,5,2,1,0,0,8,0
1159.64,1383,4,1,0,0,0,14,0
804.6,255,4,2,0,0,0,6,0
3449.65,602,2,1,3,0,0,23,1
64.23,1539,5,2,0,0,1,18,1
1078.57,280,4,1,0,0,0,5,0
986.52,117,5,0,2,0,0,5,1
696.71,610,5,0,0,0,0,23,0
6162.43,1186,2,1,0,1,0,23,1
451.54,852,0,1,0,0,0,9,0
2372.73,1911,4,0,0,0,0,18,0
1565.96,298,1,2,1,0,0,13,0
3871.97,916,4,2,0,1,0,7,0
562.74,1321,6,2,2,0,1,21,0
526.91,1618,0,0,3,0,1,2,0
3281.55,1382,3,2,0,1,0,22,0
1677.94,1684,1,0,0,0,0,0,0
233.94,518,4,0,0,1,1,2,1
639.51,378,3,3,0,0,0,4,1
1613.86,1721,5,1,1,1,0,5,0
2534.53,426,1,1,1,0,0,17,0
556.0,1788,1,3,2,0,0,19,0
59.49,537,4,0,1,1,0,2,1
1850.52,553,3,2,1,1,0,6,0
323.66,169,0,1,1,1,0,12,0
145.86,515,3,0,1,0,0,10,0
64.57,1388,3,0,1,0,0,14,0
2474.96,1707,4,1,0,1,0,0,0
1247.15,430,4,1,0,0,0,5,0
875.1,569,2,1,1,0,1,14,1
4398.52,83,1,0,0,0,0,1,0
2074.19,330,6,1,2,0,0,9,0
5520.92,691,4,2,0,0,0,0,1
272.4,1157,5,0,1,0,0,14,0
1059.39,1622,2,0,1,0,0,11,0
217.74,457,6,0,0,0,0,13,0
871.85,353,2,0,0,0,0,14,0
855.24,1807,1,1,2,0,0,14,0
2052.09,344,1,0,3,1,1,16,0
1147.76,1118,2,4,0,0,0,23,0
2045.52,1406,2,1,1,0,0,18,0
2215.96,1892,1,1,1,0,0,21,0
9460.96,762,2,2,2,0,0,2,1
800.07,1319,1,3,0,0,1,13,0
427.94,198,0,1,0,0,0,15,0
1402.6,79,3,2,0,0,0,20,0
491.63,678,0,1,0,0,0,13,0
4826.91,551,5,0,2,0,0,1,0
826.15,820,3,0,1,0,0,23,0
622.92,214,4,2,0,1,0,7,1
684.5,1667,5,1,0,0,0,0,1
2249.4,669,2,1,1,0,0,12,0
936.6,989,4,0,0,0,0,7,0
577.28,894,3,1,0,0,0,19,0
5798.48,159,1,1,2,0,0,0,1
465.83,1858,5,2,2,0,0,19,0
1136.34,739,3,0,1,0,0,9,0
2105.5,557,5,2,2,0,1,0,1
214.58,201,2,1,1,0,0,21,0
1772.7,22,4,2,2,0,0,19,1
381.8,1363,3,0,0,0,0,22,0
2496.84,1266,3,1,0,0,0,21,0
418.78,1765,1,0,1,0,0,9,0
2192.44,1930,2,2,0,0,0,1,0
3313.74,1262,3,0,2,0,1,7,1
2595.25,1173,5,0,2,0,0,14,0
1409.96,785,3,3,4,0,1,9,0
870.18,1603,2,0,0,1,0,1,1
616.21,7,2,1,1,0,0,6,1
4774.45,1257,3,0,0,0,0,21,0
544.85,1893,3,2,0,0,0,21,0
388.75,804,3,0,1,0,1,20,0
2133.18,768,2,1,1,0,0,8,0
494.66,579,2,1,0,0,0,13,0
424.09,1786,2,0,0,0,0,2,0
258.89,1101,1,2,2,0,0,15,0
676.61,489,2,0,0,1,1,18,0
1009.58,926,3,0,0,0,0,9,0
1398.41,87,3,0,0,1,0,0,0
2839.28,1788,2,0,1,0,0,6,0
1857.33,1991,3,2,2,0,0,12,0
906.08,222,5,0,0,0,0,11,0
899.47,413,3,0,1,0,0,22,0
1826.5,584,4,0,1,0,0,21,0
3915.0,202,7,0,0,0,0,17,0
1244.28,1953,0,0,1,1,0,18,0
685.99,571,6,3,1,0,0,1,0
406.32,1300,3,1,0,0,0,3,1
258.47,221,2,2,1,0,0,19,1
2135.1,157,2,1,2,0,0,0,0
1954.67,1205,3,0,1,0,0,9,0
1953.47,1749,1,0,0,0,0,0,0
964.24,129,3,3,2,0,0,20,0
4478.01,1267,2,1,2,0,1,8,0
675.79,1954,3,0,1,1,1,15,0
2850.56,1196,4,0,1,1,0,7,1
1054.96,1527,3,0,2,1,1,11,1
596.84,1504,0,0,0,0,0,23,0
1983.33,877,4,1,0,1,1,3,1
1651.83,270,1,0,0,1,0,5,0
1567.09,1445,3,1,3,0,0,16,0
1189.49,163,8,0,0,0,0,8,0
1055.86,955,4,0,0,0,1,10,0
11948.63,24,5,0,1,0,0,18,1
3584.08,497,6,1,1,1,1,22,1
2259.34,193,2,2,1,0,0,13,0
1226.35,878,3,0,1,1,0,17,0
3002.37,390,5,1,1,1,0,0,0
1840.87,497,3,1,2,0,0,1,0
1125.75,964,3,2,0,0,0,10,0
809.52,806,4,0,2,0,0,12,0
1011.39,129,3,0,1,0,1,7,0
50.0,1021,5,0,1,0,0,15,0
1353.71,553,4,1,0,0,0,18,0
672.85,1567,5,1,2,0,0,1,0
5391.99,1060,4,1,0,0,0,7,1
1118.05,1481,5,1,2,0,0,21,0
333.97,361,2,0,1,1,0,20,0
1043.27,765,3,2,0,0,0,10,0
385.24,1974,2,3,2,0,0,10,0
1760.6,1901,2,0,1,0,1,8,0
1466.96,1239,1,0,1,0,1,16,0
2857.89,287,2,1,0,0,0,21,0
497.26,768,5,2,1,0,0,3,1
1134.57,925,2,2,2,1,0,20,0
280.05,369,3,1,0,0,0,6,1
2211.65,1493,3,1,3,0,0,17,0
1842.49,899,2,2,0,0,0,11,0
1800.47,1210,4,2,0,0,0,17,0
1098.41,1498,0,0,0,0,0,6,0
1660.33,1085,1,1,1,0,0,5,0
5455.28,262,3,1,0,0,0,7,0
824.61,788,4,1,0,0,0,23,0
1259.72,111,4,1,0,0,0,21,0
370.14,1853,3,2,0,0,0,15,0
460.24,942,2,0,0,1,0,8,0
1209.32,141,2,2,0,0,0,12,0
3307.45,745,3,0,1,0,0,6,0
848.71,535,3,0,0,0,0,10,0
866.17,79,8,1,0,0,0,0,0
730.05,1518,3,0,1,0,0,7,0
642.42,1055,3,0,1,0,0,4,0
1472.87,1540,5,0,1,0,1,15,1
245.36,509,1,1,1,0,0,4,0
3947.9,971,5,1,0,1,0,2,0
563.73,1654,0,4,1,0,1,5,1
2257.25,66,4,1,1,0,0,10,1
307.97,1534,1,2,1,0,1,8,0
2140.6,1936,3,1,1,1,0,11,1
2147.25,1395,1,1,0,1,0,4,1
1610.34,287,2,0,0,0,1,6,0
405.68,1200,0,0,1,0,0,12,0
1407.47,123,3,2,1,0,0,13,0
335.94,1255,0,0,1,0,1,13,0
851.7,555,3,0,0,0,0,0,0
3069.94,1004,1,1,0,0,0,14,0
2432.57,4,2,0,4,1,0,2,1
1113.41,1726,2,1,0,0,0,10,0
413.72,1840,0,1,1,0,0,10,0
2091.4,412,6,2,0,1,0,4,0
1118.09,250,3,2,0,0,0,16,0
107.74,1680,1,1,1,0,0,21,0
2398.57,1511,6,1,0,0,0,15,0
1070.38,1369,3,2,2,0,1,18,1
3649.89,1918,3,2,2,0,1,9,1
366.77,1357,4,0,1,1,0,20,0
50.0,453,5,1,0,0,1,18,0
1449.66,158,0,0,1,0,0,20,0
1467.86,1601,4,1,1,1,0,12,0
202.21,837,1,0,0,1,1,20,0
412.2,1014,2,2,1,0,0,16,0
17243.97,1294,1,2,1,0,0,19,0
807.86,1611,3,1,0,0,1,0,1
2277.79,1442,2,0,0,0,0,10,0
572.12,1464,1,2,0,0,0,1,0
135.6,1053,2,2,0,0,0,6,0
924.95,978,3,3,0,0,1,1,1
840.83,335,2,1,2,0,1,7,0
735.18,1262,6,3,1,0,0,0,0
977.85,153,4,2,0,0,0,2,0
1428.34,1630,5,1,1,1,1,7,1
943.77,749,7,1,0,1,0,19,0
309.82,834,4,1,1,0,0,2,1
1783.24,1139,1,1,0,0,0,15,0
156.12,808,3,1,2,0,0,3,0
141.12,1755,3,1,1,0,0,6,1
2296.59,758,3,0,2,0,0,11,0
1820.78,1423,4,0,1,0,1,8,1
1035.46,1056,1,1,0,1,0,23,0
271.66,532,2,0,0,0,1,16,0
540.28,53,4,2,2,0,1,6,0
843.24,718,4,0,1,0,0,0,0
222.32,1755,0,0,1,0,0,20,0
523.73,1219,5,1,0,0,1,8,0
2105.55,1329,2,1,0,0,1,10,0
4570.17,1731,1,0,0,0,1,21,1
720.95,1997,5,4,0,0,0,6,0
2336.68,345,2,3,1,0,0,18,0
161.73,1106,4,3,0,0,0,15,0
2120.59,1,2,0,1,1,0,1,0
490.81,167,3,0,0,0,1,6,0
1491.21,317,2,1,1,1,0,2,1
855.98,1207,3,0,0,0,0,10,0
4106.86,965,1,0,1,0,0,8,0
457.4,898,2,0,2,0,0,4,0
2054.13,1886,3,0,1,0,0,20,0
829.23,273,5,2,1,0,0,13,0
936.07,1693,5,1,1,0,0,7,0
912.46,373,1,2,1,0,0,23,0
470.75,1386,2,2,0,1,0,5,0
1081.28,900,6,1,0,0,0,12,0
1030.04,201,2,0,1,0,0,3,1
1395.82,1216,2,2,0,1,1,8,0
1193.33,1365,2,1,0,1,1,17,1
2435.71,1323,4,1,2,0,0,1,1
2761.44,1530,3,1,2,0,0,23,0
383.51,1612,2,2,2,0,0,16,0
2614.35,140,2,2,0,0,0,12,0
334.84,306,3,1,0,0,0,19,0
1974.08,1220,3,1,3,0,0,1,1
2038.03,1085,3,1,1,0,0,7,0
162.18,1993,2,0,0,0,0,15,0
1203.49,360,3,1,4,0,0,10,0
686.43,307,1,0,0,0,0,4,0
513.49,1504,6,3,0,0,1,20,1
4233.79,333,2,0,2,0,0,4,0
